種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.77,27,0,27,0,0,12,4,12,4,0,0,26.0,17,1,25,9,0,8,8,1.0,0.191,-,3.25
Visitor,1.71,28,0,28,1,1,11,6,12,7,1,1,26.1,18,2,29,9,1,6,5,1.03,0.186,-,4.39
