球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,289,37.0%,148.1,24,65,55,102,49.8%,19.7%,0.216,51,11,3,11,10,1
フォーク,226,28.9%,138.0,46,28,32,69,46.9%,35.7%,0.171,70,12,0,20,3,0
カーブ,138,17.6%,128.6,16,39,17,46,52.2%,30.2%,0.103,29,3,0,10,0,0
カットボール,129,16.5%,141.7,18,17,30,41,50.4%,25.4%,0.25,36,9,0,13,3,0
