条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.339,75,62,21,5,0,1,12,11,0,0,2
対左打者,0.298,88,84,25,3,0,1,8,4,0,0,0
