種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.15,3,2,1,0,1,1,0,1,0,0,0,8.2,11,2,5,4,0,4,4,1.73,0.306,0.0,-
Nighter,5.67,8,6,2,2,2,0,0,0,0,0,0,27.0,35,0,15,11,0,18,17,1.7,0.318,7.0,-
