条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.216,82,74,16,2,1,0,16,3,0,5,0
対左投手,0.232,88,82,19,0,2,1,17,2,1,3,0
