左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
49.6% (60),49.6% (60),49.6% (60),23.1% (28),23.1% (28),23.1% (28),27.3% (33),27.3% (33),27.3% (33)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
47.1% (16),100.0% (1),50.0% (43),32.4% (11),0.0% (0),19.8% (17),20.6% (7),0.0% (0),30.2% (26)
