守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.231,4,13,13,1,3,0,0,0,3,1,4,0,0,0,0,0,1,0,0,.231,.231,0.462
遊撃手,.218,27,105,101,8,22,0,2,1,29,13,17,2,0,0,2,0,1,1,0,.233,.287,0.52
左翼手,.125,5,19,16,0,2,0,0,0,2,1,5,2,0,0,1,0,0,0,0,.222,.125,0.347
中堅手,.250,1,4,4,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,.250,.500,0.75
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.318,48,29,22,12,7,1,1,0,10,3,5,1,0,1,5,0,4,3,0,.375,.455,0.83
