球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,285,43.6%,145.5,19,77,50,89,51.2%,16.0%,.200,65,13,0,18,3,1
スライダー,80,12.3%,128.0,3,19,13,28,43.8%,9.1%,.333,18,6,0,1,1,0
カットボール,65,10.0%,136.0,2,19,9,25,46.2%,9.5%,.100,10,1,1,2,1,0
フォーク,46,7.0%,134.5,10,1,11,14,47.8%,32.3%,.067,15,1,0,6,0,0
チェンジアップ,45,6.9%,127.0,5,9,6,16,44.4%,25.0%,.300,10,3,0,1,0,0
ツーシーム,41,6.3%,137.7,0,11,4,14,36.6%,0.0%,.455,11,5,0,0,0,0
カーブ,28,4.3%,118.4,2,8,1,12,39.3%,25.0%,.167,6,1,0,1,0,0
シュート,24,3.7%,144.7,1,4,5,8,41.7%,8.3%,.167,6,1,0,1,0,0
スプリット,15,2.3%,134.8,0,1,6,4,46.7%,0.0%,.250,4,1,0,0,0,0
ナックルカーブ,10,1.5%,122.9,2,3,0,3,50.0%,50.0%,.250,4,1,0,2,0,0
パーム,4,0.6%,115.0,1,1,0,2,50.0%,100.0%,.000,1,0,0,1,0,0
シンカー,3,0.5%,139.0,0,0,1,1,33.3%,0.0%,.000,1,0,0,0,0,0
縦スライダー,2,0.3%,119.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
スラーブ,2,0.3%,107.0,0,0,0,0,0.0%,0.0%,.000,2,0,0,0,0,0
ワンシーム,2,0.3%,-,0,0,0,0,0.0%,0.0%,1.000,2,2,0,0,0,0
スローカーブ,1,0.2%,85.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
