条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.185,84,81,15,1,2,0,0,18,2,1,0,0,.214
1塁,.243,44,37,9,0,0,1,2,9,0,0,7,0,.243
2塁,.143,14,14,2,1,0,0,1,2,0,0,0,0,.143
3塁,.667,3,3,2,0,0,0,2,0,0,0,0,0,.667
1・2塁,.143,9,7,1,0,0,0,1,1,1,0,1,0,.250
1・3塁,.444,9,9,4,0,1,0,6,2,0,0,0,0,.444
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,.400,7,5,2,0,0,0,6,1,2,0,0,0,.571
得点圏,.289,42,38,11,1,1,0,16,6,3,0,1,0,.341
