球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,28,40.6%,146.1,2,4,6,13,42.9%,18.2%,0.0,3,0,0,1,3,1
ツーシーム,17,24.6%,141.0,0,5,5,5,58.8%,0.0%,0.5,2,1,0,0,0,0
スライダー,12,17.4%,131.1,0,1,1,8,16.7%,0.0%,1.0,2,2,0,0,0,0
カーブ,12,17.4%,116.8,1,0,1,8,16.7%,25.0%,0.0,2,0,0,0,1,0
