条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.25,8,4,1,0,0,0,1,2,1,0,1
対左打者,0.4,7,5,2,0,0,0,0,2,0,0,0
