球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,104,44.6%,148.0,8,13,29,34,48.1%,14.0%,.375,24,9,0,5,4,0
スライダー,30,12.9%,131.4,3,9,2,9,46.7%,25.0%,.091,11,1,0,4,0,0
フォーク,26,11.2%,136.4,4,2,6,10,46.2%,28.6%,.167,6,1,0,2,0,0
カットボール,20,8.6%,140.2,2,5,4,6,55.0%,22.2%,.250,4,1,0,1,0,0
チェンジアップ,16,6.9%,129.1,2,4,2,5,50.0%,28.6%,.250,4,1,0,1,0,0
カーブ,12,5.2%,123.1,1,1,3,6,41.7%,20.0%,.000,1,0,0,0,0,0
シュート,9,3.9%,143.2,1,3,1,3,55.6%,33.3%,.000,1,0,0,0,0,0
スプリット,6,2.6%,142.0,1,0,2,2,50.0%,25.0%,.000,2,0,0,1,0,0
ナックルカーブ,3,1.3%,129.5,1,0,0,2,33.3%,100.0%,.000,1,0,0,1,0,0
ツーシーム,3,1.3%,142.3,0,0,2,1,66.7%,0.0%,-,0,0,0,0,0,0
シンカー,2,0.9%,131.5,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
高速スライダー,2,0.9%,138.0,0,1,0,1,50.0%,-%,.000,1,0,0,1,0,0
