左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
39.5% (15),39.5% (15),39.5% (15),28.9% (11),28.9% (11),28.9% (11),31.6% (12),31.6% (12),31.6% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
7.7% (1),- (0),56.0% (14),53.8% (7),- (0),16.0% (4),38.5% (5),- (0),28.0% (7)
