左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.4% (4),36.4% (4),36.4% (4),36.4% (4),36.4% (4),36.4% (4),27.3% (3),27.3% (3),27.3% (3)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),50.0% (4),100.0% (3),- (0),12.5% (1),0.0% (0),- (0),37.5% (3)
