球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,22,57.9%,156.5,1,3,5,8,40.9%,9.1%,.000,5,0,0,0,0,0
スプリット,11,28.9%,145.8,5,0,1,4,54.5%,71.4%,.333,3,1,0,2,0,0
スライダー,5,13.2%,132.2,0,0,0,5,0.0%,-%,-,0,0,0,0,1,0
