球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,442,53.7%,147.3,50,98,91,140,54.1%,24.5%,.242,99,24,2,41,5,1
フォーク,279,33.9%,130.6,38,47,55,81,50.2%,25.2%,.239,71,17,1,14,5,0
スライダー,97,11.8%,126.9,9,19,9,39,38.1%,23.1%,.217,23,5,0,3,1,0
カットボール,4,0.5%,139.5,1,1,0,2,50.0%,100.0%,-,0,0,0,0,0,0
カーブ,1,0.1%,122.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
