チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,10.0,10,0,10,0,3,4,2,4,2,0,3,9.0,16,0,11,7,1,10,10,2.56,0.4,-,0.9
阪神,1.46,12,0,12,0,1,9,2,9,2,0,1,12.1,9,0,15,3,0,2,2,0.97,0.209,-,6.17
広島,1.0,9,0,9,0,0,6,2,6,2,0,0,9.0,7,0,9,0,0,1,1,0.78,0.212,-,9.0
ヤクルト,0.0,8,0,8,0,0,4,4,4,4,0,0,7.0,2,0,9,1,0,0,0,0.43,0.095,-,99.0
中日,3.72,10,0,10,0,1,5,3,5,3,0,1,9.2,9,3,10,1,0,4,4,1.03,0.257,-,2.42
