球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,2.65,13,3,10,2,0,0,0,0,0,0,0,34.0,30,2,24,7,3,10,10,1.09,0.24,6.43,3.33
甲子園,2.19,3,2,1,0,0,0,0,0,0,0,0,12.1,13,0,8,3,0,3,3,1.3,0.302,1.50,99.00
横浜,0.00,3,0,3,0,0,1,0,1,0,0,0,3.1,0,0,1,0,0,0,0,0.0,0.0,-,99.00
マツダスタジアム,1.69,3,1,2,0,0,0,0,0,0,0,0,5.1,5,1,2,2,0,1,1,1.31,0.278,1.80,99.00
神宮,3.86,2,1,1,0,0,0,0,0,0,0,0,7.0,9,1,4,1,0,4,3,1.43,0.321,3.60,99.00
バンテリンドーム,4.50,1,1,0,0,0,0,0,0,0,0,0,4.0,6,1,2,3,0,2,2,2.25,0.353,7.20,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
