球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,91,39.6%,148.0,17,8,24,25,53.8%,29.3%,.136,22,3,0,6,0,1
フォーク,25,10.9%,135.3,7,2,4,7,52.0%,43.8%,.286,7,2,0,2,0,0
スプリット,24,10.4%,138.6,8,0,4,9,50.0%,53.3%,.167,6,1,0,3,0,0
カットボール,22,9.6%,132.6,6,1,5,4,54.5%,35.3%,.286,7,2,1,1,0,0
スライダー,18,7.8%,129.5,5,1,0,8,33.3%,55.6%,.250,4,1,0,0,0,0
チェンジアップ,17,7.4%,129.6,4,1,2,6,41.2%,40.0%,.600,5,3,0,1,0,0
カーブ,14,6.1%,116.8,2,4,2,3,57.1%,28.6%,.250,4,1,0,1,0,0
ツーシーム,8,3.5%,144.3,0,3,1,2,50.0%,0.0%,.000,3,0,0,1,0,0
ナックルカーブ,6,2.6%,133.6,1,0,1,2,33.3%,25.0%,.000,2,0,0,0,0,0
シンカー,3,1.3%,128.7,3,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
縦スライダー,2,0.9%,131.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
