打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.237,48,139,114,13,27,4,2,0,35,7,24,21,0,0,4,0,10,3,0,0.356,0.307,0.663
Nighter,0.205,76,218,185,23,38,1,0,1,42,7,41,19,0,1,12,1,18,5,4,0.282,0.227,0.509
