左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
29.0% (67),29.0% (67),29.0% (67),20.8% (48),20.8% (48),20.8% (48),50.2% (116),50.2% (116),50.2% (116)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
23.4% (15),0.0% (0),31.3% (52),26.6% (17),0.0% (0),18.7% (31),50.0% (32),100.0% (1),50.0% (83)
