アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,32.8%,安打,65,59.1%
フライ,86,34.8%,四死球,41,37.3%
空三振,49,19.8%,失策出塁,4,3.6%
見三振,16,6.5%,野選,0,0.0%
犠打,15,6.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
