球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,31,70.5%,149.5,2,4,3,15,29.0%,16.7%,.250,8,2,0,1,2,0
スライダー,12,27.3%,132.3,1,0,1,7,16.7%,20.0%,.000,3,0,0,0,0,0
フォーク,1,2.3%,133.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
