先発出場,先発出場.1,先発出場.2,途中出場,途中出場.1,途中出場.2,途中出場.3,途中交代,途中交代.1,途中交代.2,途中交代.3,途中交代.4
15,8,23,2,0,3,5,7,0,0,3,10
