球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,127,47.7%,147.0,14,17,36,37,52.8%,19.2%,.148,27,4,0,5,1,0
スライダー,40,15.0%,127.6,8,9,2,14,47.5%,47.1%,.000,10,0,0,3,1,0
カットボール,31,11.7%,136.5,5,4,12,3,67.7%,20.8%,.100,10,1,0,3,0,0
フォーク,16,6.0%,135.9,3,2,2,4,43.8%,30.0%,.000,7,0,0,2,0,0
スプリット,15,5.6%,139.2,3,1,2,4,40.0%,30.0%,.500,6,3,0,1,0,0
カーブ,12,4.5%,117.3,0,5,2,3,58.3%,0.0%,.500,2,1,0,0,0,0
ツーシーム,11,4.1%,143.4,0,1,3,2,36.4%,0.0%,.200,5,1,0,0,0,0
チェンジアップ,10,3.8%,128.6,4,0,1,4,50.0%,66.7%,.000,3,0,0,2,0,0
ナックルカーブ,3,1.1%,123.0,0,1,0,0,33.3%,0.0%,.500,2,1,0,0,0,0
パーム,1,0.4%,111.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
