アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,24,40.0%,安打,11,73.3%
フライ,20,33.3%,四死球,2,13.3%
空三振,15,25.0%,失策出塁,2,13.3%
見三振,1,1.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
