月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.271,25,99,96,5,26,3,2,2,39,7,16,2,0,0,0,1,2,0,4,.283,.406,0.689
5月,.229,21,87,83,3,19,2,1,0,23,5,12,2,1,1,0,1,1,0,1,.253,.277,0.53
6月,.233,19,77,73,5,17,8,0,0,25,6,13,2,1,0,0,2,1,0,5,.247,.342,0.589
7月,.304,16,64,56,5,17,2,0,1,22,5,12,5,0,0,0,3,0,0,0,.344,.393,0.737
8月,.265,18,51,49,7,13,3,0,0,16,1,7,2,0,0,0,0,0,0,0,.294,.327,0.621
9月,.279,20,68,61,6,17,1,0,0,18,1,17,6,0,0,0,1,2,0,2,.338,.295,0.633
10月,.250,3,14,12,1,3,0,0,0,3,2,5,1,0,0,0,1,1,0,0,.286,.250,0.536
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
