条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.164,63,55,9,0,1,3,17,6,1,1,0
対左打者,0.326,53,46,15,2,0,2,15,5,1,1,0
