アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,77,32.0%,安打,83,72.8%
フライ,116,48.1%,四死球,26,22.8%
空三振,35,14.5%,失策出塁,5,4.4%
見三振,7,2.9%,野選,0,0.0%
犠打,6,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
