球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,10,50.0%,146.5,0,1,3,3,40.0%,0.0%,0.333,3,1,0,0,0,0
フォーク,6,30.0%,133.0,0,1,2,1,50.0%,0.0%,0.5,2,1,0,0,0,0
カーブ,4,20.0%,119.0,0,2,1,0,75.0%,0.0%,1.0,1,1,0,0,0,0
