打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,69,21,0.304,3,10,9,0,1,0.38
2打席目,75,19,0.253,0,16,3,0,1,0.278
3打席目,70,21,0.3,1,9,7,1,1,0.359
4打席目,62,18,0.29,0,15,12,1,0,0.405
5打席目以上,21,9,0.429,0,6,6,0,0,0.556
