アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,31.8%,安打,41,62.1%
フライ,60,45.5%,四死球,24,36.4%
空三振,26,19.7%,失策出塁,1,1.5%
見三振,3,2.3%,野選,0,0.0%
犠打,1,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
