背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
7,鈴木大地,左,.238,93,198,172,13,41,4,9.8,3,2,2,1-1-0,54,23,29,13,1,11,1,1,1,0,100.0,1,0,5,.259,.330,.314,.644,https://nf3.sakura.ne.jp/Pacific/E/f/7_stat.htm,
