打率.238,試合93,打席198,打数172,得点13,安打41,内安4,内安率9.8,２Ｂ3,３Ｂ2,本塁2,HR勝敗1-1-0,塁打54,打点23,三振29
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
13,1,11,1,1,1,0,100.0,1,0,5,.259,.330,.314,.644
