条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,14,12,4,0,0,3,0,0,2,0,0,.429
1-0より,.500,4,4,2,1,0,0,0,0,0,0,0,.500
2-0より,1.000,1,1,1,0,0,0,0,0,0,0,0,1.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.333,7,6,2,1,0,0,0,0,1,0,0,.429
1-1より,.333,6,6,2,1,0,0,0,0,0,0,0,.333
2-1より,.333,10,9,3,0,0,0,0,0,1,0,0,.400
3-1より,-,3,0,0,0,0,0,0,3,0,0,0,1.000
0-2より,.154,13,13,2,1,0,0,3,0,0,0,0,.154
1-2より,.077,26,26,2,0,0,0,15,0,0,0,0,.077
2-2より,.100,10,10,1,1,0,0,4,0,0,0,0,.100
3-2より,.250,10,8,2,1,0,1,4,2,0,0,0,.400
