アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,27.8%,安打,21,65.6%
フライ,26,36.1%,四死球,9,28.1%
空三振,23,31.9%,失策出塁,2,6.3%
見三振,3,4.2%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
