月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.059,10,17,17,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,.059,.059,0.118
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
8月,.273,3,13,11,3,3,1,0,1,7,1,2,0,0,2,0,0,0,0,0,.385,.636,1.021
9月,.258,18,68,62,9,16,5,0,2,27,7,21,4,0,2,0,0,0,0,0,.324,.435,0.759
10月,.200,3,6,5,1,1,0,0,1,4,1,0,1,0,0,0,0,0,0,0,.333,.800,1.133
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
