アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,53,26.9%,安打,52,69.3%
フライ,67,34.0%,四死球,17,22.7%
空三振,51,25.9%,失策出塁,4,5.3%
見三振,12,6.1%,野選,2,2.7%
犠打,14,7.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
