球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.246,43,136,118,9,29,3,0,1,35,11,27,10,1,2,5,1,0,0,1,.313,.297,0.61
東京ドーム,.067,5,17,15,0,1,0,0,0,1,0,6,1,0,0,1,0,0,0,0,.125,.067,0.192
甲子園,.176,5,20,17,2,3,0,0,0,3,2,4,0,0,1,2,0,0,0,0,.222,.176,0.399
横浜,.125,5,10,8,0,1,1,0,0,2,1,3,1,0,0,1,0,0,0,0,.222,.250,0.472
マツダスタジアム,.240,9,28,25,2,6,1,0,1,10,3,8,0,0,0,3,0,0,0,1,.240,.400,0.64
神宮,.111,6,21,18,1,2,0,0,0,2,1,6,1,0,0,1,1,0,1,0,.150,.111,0.261
Ce その他,.400,2,6,5,1,2,0,0,1,5,1,2,1,0,0,0,0,0,0,0,.500,1.000,1.5
みずほPayPay,.000,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.750,2,8,8,1,6,3,0,0,9,1,0,0,0,0,0,0,0,0,1,.750,1.125,1.875
京セラD大阪,.000,2,8,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.000,.000,0.0
ベルーナドーム,.286,3,8,7,1,2,1,0,0,3,0,2,0,0,0,1,0,0,0,0,.286,.429,0.714
Pa その他,.000,1,4,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,.000,.000,0.0
