条件,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,合計
勝利,0,0,0,0,0,0,1,0,0,0,0,0,1
敗戦,8,1,10,3,6,4,0,0,0,0,0,0,32
勝敗無,0,2,0,0,0,0,0,0,0,0,0,0,2
