アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,14,32.6%,安打,12,75.0%
フライ,15,34.9%,四死球,4,25.0%
空三振,13,30.2%,失策出塁,0,0.0%
見三振,1,2.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
