アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,17,21.3%,安打,27,84.4%
フライ,26,32.5%,四死球,5,15.6%
空三振,34,42.5%,失策出塁,0,0.0%
見三振,3,3.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
