左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.4% (12),44.4% (12),44.4% (12),18.5% (5),18.5% (5),18.5% (5),37.0% (10),37.0% (10),37.0% (10)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
80.0% (4),100.0% (1),33.3% (7),20.0% (1),0.0% (0),19.0% (4),0.0% (0),0.0% (0),47.6% (10)
