条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.179,80,78,14,3,1,2,2,19,1,1,0,0,0.2
1塁,0.389,21,18,7,1,0,1,2,4,2,0,1,0,0.45
2塁,0.0,11,9,0,0,0,0,0,3,2,0,0,0,0.182
3塁,0.333,3,3,1,0,0,0,0,1,0,0,0,0,0.333
1・2塁,0.0,9,7,0,0,0,0,0,3,1,0,1,0,0.125
1・3塁,0.0,2,1,0,0,0,0,1,1,0,0,0,1,0.0
2・3塁,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0.5
満塁,0.0,2,1,0,0,0,0,1,0,1,0,0,0,0.5
得点圏,0.045,29,22,1,0,0,0,2,8,5,0,1,1,0.214
