左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
52.3% (45),52.3% (45),52.3% (45),23.3% (20),23.3% (20),23.3% (20),24.4% (21),24.4% (21),24.4% (21)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
36.8% (7),66.7% (2),56.3% (36),26.3% (5),0.0% (0),23.4% (15),36.8% (7),33.3% (1),20.3% (13)
