HQS率-,SQS率-,被打率.231,被BABIP.294,被出塁率.297,被長打率.286,K/BB2.56,K/97.96,BB/93.12,HR/90.35,GO/AO0.70,援護率-,IPR6.50,NHB%20.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.39,90.9%,5.66,0.65,5.78,78,3.1,0,0,26.0,4,4,17,
