アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,19,27.5%,安打,21,65.6%
フライ,27,39.1%,四死球,9,28.1%
空三振,13,18.8%,失策出塁,2,6.3%
見三振,10,14.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
