左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.1% (8),42.1% (8),42.1% (8),26.3% (5),26.3% (5),26.3% (5),31.6% (6),31.6% (6),31.6% (6)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
28.6% (2),- (0),50.0% (6),28.6% (2),- (0),25.0% (3),42.9% (3),- (0),25.0% (3)
