球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,59,42.8%,147.8,8,12,15,16,59.3%,25.8%,.500,10,5,0,3,1,0
スライダー,28,20.3%,132.2,4,2,4,13,35.7%,30.8%,.143,7,1,0,2,0,1
フォーク,18,13.0%,134.7,6,1,3,6,55.6%,54.5%,.000,6,0,0,4,0,0
チェンジアップ,10,7.2%,124.1,2,2,0,5,40.0%,66.7%,.000,2,0,0,1,1,0
スプリット,6,4.3%,140.8,4,0,1,1,83.3%,80.0%,.000,2,0,0,2,0,0
カットボール,6,4.3%,132.4,0,1,3,0,66.7%,0.0%,.000,2,0,0,0,0,0
ツーシーム,4,2.9%,137.5,0,0,0,3,0.0%,0.0%,.000,1,0,0,0,0,0
シュート,3,2.2%,140.3,0,1,1,1,66.7%,0.0%,-,0,0,0,0,0,0
カーブ,2,1.4%,117.5,0,0,0,1,0.0%,0.0%,1.000,1,1,0,0,0,0
シンカー,2,1.4%,127.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
