打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,7,1,0.143,0,2,0,0,1,0.125
2打席目,8,2,0.25,0,2,0,0,0,0.25
3打席目,6,1,0.167,0,2,2,0,0,0.375
4打席目,4,1,0.25,0,3,1,0,0,0.4
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
