球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,99,49.7%,148.0,11,18,19,32,48.5%,22.4%,.250,24,6,0,5,2,0
スライダー,24,12.1%,131.3,4,4,4,10,50.0%,40.0%,.667,3,2,0,1,1,0
フォーク,24,12.1%,137.0,7,2,2,12,45.8%,70.0%,.000,2,0,0,1,1,0
カットボール,16,8.0%,134.7,3,3,1,6,43.8%,42.9%,.000,4,0,0,1,1,0
チェンジアップ,12,6.0%,135.4,2,1,3,3,50.0%,25.0%,.000,5,0,0,2,0,0
ツーシーム,9,4.5%,138.9,2,1,0,4,33.3%,50.0%,.000,3,0,0,1,0,0
カーブ,6,3.0%,118.7,1,2,0,1,50.0%,33.3%,.500,2,1,0,0,0,0
スプリット,4,2.0%,144.5,2,0,0,2,50.0%,100.0%,.000,1,0,0,1,0,0
スローカーブ,1,0.5%,82.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ナックルカーブ,1,0.5%,127.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ナックル,1,0.5%,133.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シュート,1,0.5%,141.0,1,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
ワンシーム,1,0.5%,146.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
