条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.253,241,225,57,14,0,5,49,13,1,0,2
対左投手,0.259,155,143,37,7,1,4,40,10,1,0,1
