条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.299,116,107,32,8,1,3,23,6,2,1,0
対左打者,0.255,112,102,26,5,0,3,22,5,0,5,0
