球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,499,47.4%,144.8,38,95,101,155,46.9%,15.3%,0.341,123,42,4,18,12,3
ツーシーム,177,16.8%,136.7,19,26,29,75,41.8%,25.0%,0.25,36,9,0,8,5,0
カーブ,171,16.3%,117.1,17,31,32,62,46.8%,21.8%,0.219,32,7,0,3,1,0
スライダー,112,10.6%,129.0,14,17,22,43,47.3%,26.9%,0.174,23,4,1,8,0,0
チェンジアップ,93,8.8%,126.7,12,5,16,35,35.5%,22.6%,0.235,34,8,1,9,0,0
