アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,61,33.3%,安打,70,75.3%
フライ,72,39.3%,四死球,22,23.7%
空三振,37,20.2%,失策出塁,1,1.1%
見三振,9,4.9%,野選,0,0.0%
犠打,4,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
