条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.393,29,28,11,2,0,2,0,0,0,1,0,0.393
1-0より,0.357,15,14,5,1,0,1,0,0,0,1,0,0.357
2-0より,0.667,8,6,4,0,0,0,0,1,0,0,1,0.625
3-0より,0.5,6,2,1,0,0,1,0,4,0,0,0,0.833
0-1より,0.435,26,23,10,2,1,0,0,0,0,2,1,0.417
1-1より,0.273,22,22,6,3,0,0,0,0,0,0,0,0.273
2-1より,0.5,13,12,6,0,0,1,0,0,1,0,0,0.538
3-1より,0.167,13,6,1,0,0,0,0,7,0,0,0,0.615
0-2より,0.192,26,26,5,0,0,0,10,0,0,0,0,0.192
1-2より,0.16,51,50,8,1,0,0,19,0,1,0,0,0.176
2-2より,0.237,39,38,9,0,0,1,8,0,1,0,0,0.256
3-2より,0.19,28,21,4,1,0,0,9,7,0,0,0,0.393
