チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
阪神,0.239,17,49,46,6,11,2,0,1,16,4,7,0,0,1,1,1,2,0,0,0.25,0.348,0.598
ＤｅＮＡ,0.208,9,26,24,2,5,1,0,0,6,1,4,2,0,0,0,0,1,0,1,0.269,0.25,0.519
広島,0.222,14,39,36,0,8,1,1,0,11,1,10,2,0,1,0,0,1,0,0,0.282,0.306,0.588
ヤクルト,0.286,22,69,63,13,18,3,0,2,27,8,12,4,0,1,1,0,4,1,0,0.338,0.429,0.767
中日,0.182,18,39,33,7,6,0,1,0,8,1,6,5,0,0,1,0,1,0,0,0.289,0.242,0.532
