球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.250,36,96,88,17,22,3,1,1,30,6,14,6,0,1,0,1,4,0,0,.302,.341,0.643
甲子園,.250,9,26,24,2,6,1,0,0,7,1,5,0,0,1,1,0,2,0,0,.280,.292,0.572
横浜,.077,4,14,13,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,.143,.077,0.22
マツダスタジアム,.118,7,18,17,0,2,0,0,0,2,1,6,1,0,0,0,0,0,0,0,.167,.118,0.284
神宮,.333,11,34,33,6,11,3,0,2,20,6,8,1,0,0,0,0,3,0,0,.353,.606,0.959
バンテリンドーム,.222,10,22,18,2,4,0,1,0,6,1,3,3,0,0,1,0,0,0,0,.333,.333,0.667
Ce その他,.000,2,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.500,.000,0.5
みずほPayPay,.222,3,11,9,1,2,2,0,0,4,1,1,0,0,1,1,0,0,0,0,.300,.444,0.744
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.400,2,7,5,0,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,.571,.600,1.171
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.286,2,9,7,1,2,0,0,0,2,0,0,1,0,0,1,0,0,1,0,.375,.286,0.661
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
