条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.222,273,257,57,8,0,4,45,12,1,2,1
対左打者,0.301,273,249,75,11,1,10,40,15,1,7,1
