条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.243,205,189,46,7,0,7,33,12,0,4,0
対左打者,0.234,143,137,32,3,0,1,16,0,0,4,2
