球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,512,39.6%,140.7,16,139,81,168,46.1%,7.8%,0.23,122,28,2,22,3,0
ツーシーム,279,21.6%,133.5,28,43,40,92,39.8%,19.4%,0.232,82,19,2,7,3,0
カットボール,266,20.6%,131.8,16,49,70,74,50.8%,11.2%,0.266,64,17,3,8,2,0
チェンジアップ,129,10.0%,124.9,19,11,16,60,35.7%,32.8%,0.273,33,9,1,10,1,0
カーブ,57,4.4%,114.5,0,12,8,24,35.1%,0.0%,0.154,13,2,0,0,0,0
スライダー,49,3.8%,121.1,5,11,4,19,40.8%,26.3%,0.25,12,3,0,2,0,0
