条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.239,226,222,53,7,0,5,39,4,0,0,0,0.252
1塁,0.218,61,55,12,1,0,0,6,0,0,6,0,0.218
2塁,0.231,21,13,3,0,0,0,2,7,0,1,0,0.5
3塁,0.0,9,7,0,0,0,0,1,1,0,0,1,0.111
1・2塁,0.222,19,18,4,1,0,1,1,0,0,1,0,0.222
1・3塁,0.571,7,7,4,0,0,2,0,0,0,0,0,0.571
2・3塁,0.667,3,3,2,1,0,0,0,0,0,0,0,0.667
満塁,0.0,2,1,0,0,0,0,0,0,0,0,1,0.0
得点圏,0.265,61,49,13,2,0,3,4,8,0,2,2,0.356
