チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,4.50,2,2,0,0,0,0,0,0,0,0,0,12.0,9,1,8,0,0,7,6,0.75,0.205,6.23,-
ＤｅＮＡ,4.50,3,2,1,1,1,0,0,0,0,0,0,14.0,10,3,10,2,0,7,7,0.86,0.2,3.86,99.00
広島,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ヤクルト,2.34,6,6,0,2,1,0,0,0,0,0,0,42.1,36,2,24,7,0,11,11,1.02,0.228,2.66,-
中日,7.50,1,1,0,0,1,0,0,0,0,0,0,6.0,10,2,2,1,0,5,5,1.83,0.37,2.57,-
