種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.76,2,2,0,1,0,0,0,0,0,0,0,15.1,7,0,9,3,0,4,3,0.65,0.135,6.19,-
Nighter,3.34,12,11,1,3,3,0,0,0,0,0,0,72.2,71,8,40,9,0,27,27,1.1,0.259,2.72,-
